"customer_id","first_name","last_name","age_code","income_code","city"
327,"Luna","White",5,1,"Fort Worth"
328,"Olivia","Williams",5,3,"Austin"
329,"Alexander","Taylor",2,2,"Houston"
330,"Penelope","Nelson",4,3,"El Paso"
331,"Matthew","Smith",5,3,"Austin"
332,"Henry","Rivera",1,0,"Houston"
333,"Samuel","White",4,4,"Arlington"
334,"Madison","Nelson",4,1,"Corpus Christi"
335,"Mia","Scott",5,1,"Corpus Christi"
336,"Aiden","Roberts",2,0,"Austin"
337,"Levi","Baker",3,2,"Austin"
338,"Joseph","Scott",3,0,"Laredo"
339,"Joseph","Anderson",3,4,"Laredo"
340,"Joshua","Jones",5,3,"Laredo"
341,"Sebastian","Parker",1,0,"Arlington"
342,"Ava","Hill",5,0,"Dallas"
343,"Michael","Young",1,0,"Laredo"
344,"Sophia","Miller",1,3,"Laredo"
345,"Aiden","Ramírez",4,0,"Dallas"
346,"William","González",0,1,"Austin"
347,"Luna","Evans",1,2,"El Paso"
348,"Harper","Smith",4,1,"San Antonio"
349,"Sophia","Lopez",5,2,"Fort Worth"
350,"Grace","Davis",4,1,"Fort Worth"
351,"Elijah","Thomas",2,4,"Corpus Christi"
352,"Joshua","Nelson",2,3,"Plano"
353,"Aria","Collins",2,0,"Houston"
354,"James","Nelson",2,1,"Corpus Christi"
355,"Grace","Sánchez",2,2,"Fort Worth"
356,"Luna","Perez",5,2,"Austin"
357,"Ellie","Diaz",2,4,"Austin"
358,"Sebastian","Miller",3,0,"Houston"
359,"Alexander","Brown",1,2,"Houston"
360,"Madison","Phillips",5,4,"Fort Worth"
361,"Charlotte","Lee",4,2,"El Paso"
362,"Amelia","Williams",2,2,"Corpus Christi"
363,"Christopher","King",3,1,"Houston"
364,"Mia","White",5,3,"Plano"
365,"William","Young",1,0,"Fort Worth"
366,"Victoria","Wilson",1,1,"Houston"
367,"Amelia","García",2,0,"San Antonio"
368,"Liam","Miller",4,3,"Arlington"
369,"Sebastian","Sánchez",2,0,"Corpus Christi"
370,"Aiden","Ramírez",2,2,"El Paso"
371,"Ella","Davis",1,1,"Plano"
372,"Evelyn","Rodriguez",2,3,"Fort Worth"
373,"Hazel","Rivera",5,1,"Houston"
374,"Jack","Clark",4,0,"Fort Worth"
375,"Michael","Gomez",4,1,"San Antonio"
376,"Joshua","Adams",3,4,"Houston"
377,"David","Smith",1,0,"Laredo"
378,"Benjamin","Adams",0,1,"Fort Worth"
379,"Mia","Phillips",2,4,"Austin"
380,"Joshua","Young",4,0,"Laredo"
381,"Layla","Miller",5,3,"San Antonio"
382,"David","Turner",1,1,"Austin"
383,"William","Adams",0,0,"Laredo"
384,"David","García",2,1,"San Antonio"
385,"Michael","Hill",0,1,"Laredo"
386,"Penelope","Diaz",2,3,"Dallas"
387,"Amelia","Lee",1,1,"El Paso"
388,"Henry","Anderson",0,0,"Corpus Christi"
389,"Oliver","González",2,0,"Dallas"
390,"Benjamin","Hernández",1,2,"Corpus Christi"
391,"Joshua","Lewis",0,0,"El Paso"
392,"Henry","Rivera",4,4,"Austin"
393,"Samuel","Scott",5,1,"Houston"
394,"Victoria","Ramírez",1,2,"Fort Worth"
395,"Ava","Mitchell",5,4,"Laredo"
396,"Sophia","Rivera",3,2,"Laredo"
397,"Isabella","Smith",4,0,"Houston"
398,"Ava","Jackson",5,3,"El Paso"
399,"Ava","Williams",2,1,"Arlington"
400,"Luna","Mitchell",1,0,"Laredo"
401,"Luna","Turner",1,0,"Corpus Christi"
402,"Elijah","Ramírez",1,1,"Arlington"
403,"Penelope","Robinson",2,1,"Houston"
404,"Daniel","Roberts",5,3,"Laredo"
405,"Harper","Scott",1,2,"Plano"
406,"Jack","Clark",3,2,"San Antonio"
407,"Lily","Rivera",5,2,"Houston"
408,"Oliver","Evans",0,2,"Arlington"
409,"Alexander","Carter",2,2,"Corpus Christi"
410,"Levi","Brown",0,2,"Fort Worth"
411,"Mia","Smith",3,1,"Plano"
412,"Madison","Williams",0,2,"Arlington"
413,"Benjamin","Gomez",4,2,"Dallas"
414,"Aiden","Roberts",2,2,"Austin"
415,"Isabella","Thomas",2,2,"Plano"
416,"Amelia","Parker",3,1,"Dallas"
417,"Riley","Roberts",4,1,"San Antonio"
418,"Alexander","Ramírez",1,2,"Fort Worth"
419,"Scarlett","Jackson",3,3,"Arlington"
420,"Olivia","Thomas",1,1,"San Antonio"
421,"Chloe","Mitchell",0,3,"El Paso"
422,"Joseph","Williams",4,0,"Plano"
423,"Layla","Moore",5,4,"San Antonio"
424,"Alexander","Robinson",0,0,"San Antonio"
425,"Christopher","Baker",5,2,"Arlington"
426,"Grace","Adams",2,0,"Fort Worth"
427,"Mia","Moore",5,0,"Dallas"
428,"Harper","Lewis",0,1,"Plano"
429,"James","Davis",0,0,"Fort Worth"
430,"Hazel","Campbell",5,4,"Corpus Christi"
431,"Riley","Phillips",0,0,"Corpus Christi"
432,"Daniel","Hernández",1,0,"San Antonio"
433,"Alexander","Rivera",3,1,"Austin"
434,"Luna","Walker",3,1,"Corpus Christi"
435,"Sophia","Diaz",1,1,"Austin"
436,"Matthew","García",1,1,"El Paso"
437,"Ava","Clark",4,0,"Dallas"
438,"Aiden","Gomez",0,3,"Arlington"
439,"Oliver","Gomez",4,1,"Austin"
440,"James","Johnson",5,3,"Corpus Christi"
441,"Henry","Parker",2,0,"Arlington"
442,"Layla","Sánchez",4,1,"Houston"
443,"Samuel","Martin",2,1,"Dallas"
444,"James","Lee",5,2,"Austin"
445,"Hazel","Jones",3,1,"Austin"
446,"Lily","García",3,3,"Plano"
447,"David","Martin",2,1,"Houston"
448,"Charlotte","Taylor",5,2,"Austin"
449,"Evelyn","Lee",5,3,"San Antonio"
450,"Ellie","Anderson",1,1,"El Paso"
451,"Michael","Lewis",4,1,"Plano"
452,"Evelyn","García",3,3,"San Antonio"
453,"Lucas","Diaz",3,1,"Dallas"
454,"Noah","Williams",2,1,"Corpus Christi"
455,"Sophia","Jackson",4,0,"Plano"
456,"Christopher","Parker",3,0,"Laredo"
457,"Isaac","King",1,0,"Arlington"
458,"Zoe","Brown",3,3,"Houston"
459,"Charlotte","Lee",3,2,"Arlington"
460,"Elijah","Lee",2,1,"Fort Worth"
461,"Joshua","Sánchez",0,4,"Dallas"
462,"Ella","White",3,1,"Arlington"
463,"Scarlett","Young",3,1,"Laredo"
464,"James","Davis",2,1,"Dallas"
465,"Layla","Evans",2,0,"Fort Worth"
466,"Isabella","Lewis",0,0,"San Antonio"
467,"Sophia","Ramírez",0,0,"Austin"
468,"Levi","Miller",2,1,"Austin"
469,"Henry","Rivera",5,4,"Fort Worth"
470,"Isaac","Harris",5,2,"Austin"
471,"Oliver","Campbell",3,1,"Austin"
472,"Madison","Williams",2,3,"Dallas"
473,"Ella","Carter",3,0,"San Antonio"
474,"Zoe","Wilson",1,0,"El Paso"
475,"Ellie","Wilson",5,3,"San Antonio"
476,"Jack","King",3,2,"Fort Worth"
477,"Grace","Diaz",5,1,"Corpus Christi"
478,"Liam","Smith",0,0,"Dallas"
479,"Benjamin","Moore",3,4,"Plano"
480,"Lily","Lee",3,1,"San Antonio"
481,"Benjamin","White",3,3,"Houston"
482,"Isaac","Baker",2,0,"San Antonio"
483,"Mia","Turner",3,1,"Corpus Christi"
484,"Levi","Young",3,1,"Houston"
485,"Anthony","Evans",0,2,"Laredo"
486,"Ava","Rivera",2,1,"Dallas"
487,"Elijah","Davis",3,0,"Houston"
488,"Ellie","García",5,0,"Arlington"
489,"Ella","Martínez",4,2,"Houston"
490,"Madison","Perez",3,1,"Corpus Christi"
491,"Joshua","Jones",2,0,"Corpus Christi"
492,"Emma","Hernández",2,1,"Houston"
493,"Jack","Roberts",0,3,"El Paso"
494,"Lily","Martin",3,1,"Laredo"
495,"Oliver","Lewis",1,1,"Corpus Christi"
496,"Luna","Carter",3,3,"Plano"
497,"Lucas","King",0,0,"Laredo"
498,"Noah","Martin",1,3,"Houston"
499,"Levi","Baker",4,0,"Arlington"
500,"Victoria","Miller",5,0,"Dallas"
